[2021-05-06 22:18:03,948 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id0_0003/id0_0003_000.jpg
[2021-05-06 22:20:30,971 - INFO] Prob = 0.0
[2021-05-06 22:20:30,972 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_001.jpg
[2021-05-06 22:20:31,047 - INFO] 1 faces are detected.
[2021-05-06 22:20:32,981 - INFO] Prob = 0.0
[2021-05-06 22:20:32,981 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_002.jpg
[2021-05-06 22:20:33,062 - INFO] 1 faces are detected.
[2021-05-06 22:20:35,046 - INFO] Prob = 0.0
[2021-05-06 22:20:35,046 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_003.jpg
[2021-05-06 22:20:35,124 - INFO] 1 faces are detected.
[2021-05-06 22:20:37,077 - INFO] Prob = 0.0
[2021-05-06 22:20:37,078 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_004.jpg
[2021-05-06 22:20:37,158 - INFO] 1 faces are detected.
[2021-05-06 22:20:39,146 - INFO] Prob = 0.0
[2021-05-06 22:20:39,147 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_005.jpg
[2021-05-06 22:20:39,233 - INFO] 1 faces are detected.
[2021-05-06 22:20:41,208 - INFO] Prob = 0.0
[2021-05-06 22:20:41,208 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_006.jpg
[2021-05-06 22:20:41,292 - INFO] 1 faces are detected.
[2021-05-06 22:20:43,242 - INFO] Prob = 0.0
[2021-05-06 22:20:43,242 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_007.jpg
[2021-05-06 22:20:43,325 - INFO] 1 faces are detected.
[2021-05-06 22:20:45,287 - INFO] Prob = 0.0
[2021-05-06 22:20:45,288 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_008.jpg
[2021-05-06 22:20:45,374 - INFO] 1 faces are detected.
[2021-05-06 22:20:47,332 - INFO] Prob = 0.0
[2021-05-06 22:20:47,333 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id28_0003/id28_0003_009.jpg
[2021-05-06 22:20:47,414 - INFO] 1 faces are detected.
[2021-05-06 22:20:49,379 - INFO] Prob = 0.0
[2021-05-06 22:20:49,379 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_000.jpg
[2021-05-06 22:20:49,462 - INFO] 1 faces are detected.
[2021-05-06 22:20:51,416 - INFO] Prob = 0.0
[2021-05-06 22:20:51,417 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_001.jpg
[2021-05-06 22:20:51,495 - INFO] 1 faces are detected.
[2021-05-06 22:20:53,429 - INFO] Prob = 0.0
[2021-05-06 22:20:53,430 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_002.jpg
[2021-05-06 22:20:53,510 - INFO] 1 faces are detected.
[2021-05-06 22:20:55,465 - INFO] Prob = 0.0
[2021-05-06 22:20:55,465 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_003.jpg
[2021-05-06 22:20:55,546 - INFO] 1 faces are detected.
[2021-05-06 22:20:57,517 - INFO] Prob = 0.0
[2021-05-06 22:20:57,518 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_004.jpg
[2021-05-06 22:20:57,595 - INFO] 1 faces are detected.
[2021-05-06 22:20:59,547 - INFO] Prob = 0.0
[2021-05-06 22:20:59,547 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_005.jpg
[2021-05-06 22:20:59,623 - INFO] 1 faces are detected.
[2021-05-06 22:21:01,553 - INFO] Prob = 0.0
[2021-05-06 22:21:01,553 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_006.jpg
[2021-05-06 22:21:01,634 - INFO] 1 faces are detected.
[2021-05-06 22:21:03,553 - INFO] Prob = 0.0
[2021-05-06 22:21:03,554 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_007.jpg
[2021-05-06 22:21:03,635 - INFO] 1 faces are detected.
[2021-05-06 22:21:05,580 - INFO] Prob = 0.0
[2021-05-06 22:21:05,580 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_008.jpg
[2021-05-06 22:21:05,666 - INFO] 1 faces are detected.
[2021-05-06 22:21:07,634 - INFO] Prob = 0.0
[2021-05-06 22:21:07,635 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id30_0009/id30_0009_009.jpg
[2021-05-06 22:21:07,723 - INFO] 1 faces are detected.
[2021-05-06 22:21:09,657 - INFO] Prob = 0.0
[2021-05-06 22:21:09,657 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_000.jpg
[2021-05-06 22:21:09,738 - INFO] 1 faces are detected.
[2021-05-06 22:21:11,693 - INFO] Prob = 0.0
[2021-05-06 22:21:11,694 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_001.jpg
[2021-05-06 22:21:11,779 - INFO] 1 faces are detected.
[2021-05-06 22:21:13,722 - INFO] Prob = 0.0
[2021-05-06 22:21:13,723 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_002.jpg
[2021-05-06 22:21:13,802 - INFO] 1 faces are detected.
[2021-05-06 22:21:15,748 - INFO] Prob = 0.0
[2021-05-06 22:21:15,748 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_003.jpg
[2021-05-06 22:21:15,826 - INFO] 1 faces are detected.
[2021-05-06 22:21:17,768 - INFO] Prob = 0.0
[2021-05-06 22:21:17,768 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_004.jpg
[2021-05-06 22:21:17,846 - INFO] 1 faces are detected.
[2021-05-06 22:21:19,822 - INFO] Prob = 0.0
[2021-05-06 22:21:19,823 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_005.jpg
[2021-05-06 22:21:19,900 - INFO] 1 faces are detected.
[2021-05-06 22:21:21,862 - INFO] Prob = 0.0
[2021-05-06 22:21:21,863 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_006.jpg
[2021-05-06 22:21:21,937 - INFO] 1 faces are detected.
[2021-05-06 22:21:23,855 - INFO] Prob = 0.0
[2021-05-06 22:21:23,855 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_007.jpg
[2021-05-06 22:21:23,933 - INFO] 1 faces are detected.
[2021-05-06 22:21:25,853 - INFO] Prob = 0.0
[2021-05-06 22:21:25,854 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_008.jpg
[2021-05-06 22:21:25,934 - INFO] 1 faces are detected.
[2021-05-06 22:21:27,854 - INFO] Prob = 0.0
[2021-05-06 22:21:27,855 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id31_0005/id31_0005_009.jpg
[2021-05-06 22:21:27,928 - INFO] 1 faces are detected.
[2021-05-06 22:21:29,855 - INFO] Prob = 0.0
[2021-05-06 22:21:29,855 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_000.jpg
[2021-05-06 22:21:29,937 - INFO] 1 faces are detected.
[2021-05-06 22:21:31,859 - INFO] Prob = 0.0
[2021-05-06 22:21:31,860 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_001.jpg
[2021-05-06 22:21:31,934 - INFO] 1 faces are detected.
[2021-05-06 22:21:33,845 - INFO] Prob = 0.0
[2021-05-06 22:21:33,846 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_002.jpg
[2021-05-06 22:21:33,921 - INFO] 1 faces are detected.
[2021-05-06 22:21:35,839 - INFO] Prob = 0.0
[2021-05-06 22:21:35,840 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_003.jpg
[2021-05-06 22:21:35,912 - INFO] 1 faces are detected.
[2021-05-06 22:21:37,845 - INFO] Prob = 0.0
[2021-05-06 22:21:37,845 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_004.jpg
[2021-05-06 22:21:37,919 - INFO] 1 faces are detected.
[2021-05-06 22:21:39,864 - INFO] Prob = 0.0
[2021-05-06 22:21:39,865 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_005.jpg
[2021-05-06 22:21:39,940 - INFO] 1 faces are detected.
[2021-05-06 22:21:41,860 - INFO] Prob = 0.0
[2021-05-06 22:21:41,860 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_006.jpg
[2021-05-06 22:21:41,937 - INFO] 1 faces are detected.
[2021-05-06 22:21:43,850 - INFO] Prob = 0.0
[2021-05-06 22:21:43,850 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_007.jpg
[2021-05-06 22:21:43,926 - INFO] 1 faces are detected.
[2021-05-06 22:21:45,847 - INFO] Prob = 0.0
[2021-05-06 22:21:45,847 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_008.jpg
[2021-05-06 22:21:45,921 - INFO] 1 faces are detected.
[2021-05-06 22:21:47,840 - INFO] Prob = 0.0
[2021-05-06 22:21:47,841 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id32_0007/id32_0007_009.jpg
[2021-05-06 22:21:47,913 - INFO] 1 faces are detected.
[2021-05-06 22:21:49,840 - INFO] Prob = 0.0
[2021-05-06 22:21:49,841 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_000.jpg
[2021-05-06 22:21:49,912 - INFO] 1 faces are detected.
[2021-05-06 22:21:51,859 - INFO] Prob = 0.0
[2021-05-06 22:21:51,859 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_001.jpg
[2021-05-06 22:21:51,933 - INFO] 1 faces are detected.
[2021-05-06 22:21:53,860 - INFO] Prob = 0.0
[2021-05-06 22:21:53,861 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_002.jpg
[2021-05-06 22:21:53,937 - INFO] 1 faces are detected.
[2021-05-06 22:21:55,867 - INFO] Prob = 0.0
[2021-05-06 22:21:55,868 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_003.jpg
[2021-05-06 22:21:55,940 - INFO] 1 faces are detected.
[2021-05-06 22:21:57,852 - INFO] Prob = 0.0
[2021-05-06 22:21:57,852 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_004.jpg
[2021-05-06 22:21:57,924 - INFO] 1 faces are detected.
[2021-05-06 22:21:59,858 - INFO] Prob = 0.0
[2021-05-06 22:21:59,858 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_005.jpg
[2021-05-06 22:21:59,932 - INFO] 1 faces are detected.
[2021-05-06 22:22:01,862 - INFO] Prob = 0.0
[2021-05-06 22:22:01,862 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_006.jpg
[2021-05-06 22:22:01,936 - INFO] 1 faces are detected.
[2021-05-06 22:22:03,863 - INFO] Prob = 0.0
[2021-05-06 22:22:03,863 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_007.jpg
[2021-05-06 22:22:03,937 - INFO] 1 faces are detected.
[2021-05-06 22:22:05,864 - INFO] Prob = 0.0
[2021-05-06 22:22:05,864 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_008.jpg
[2021-05-06 22:22:05,937 - INFO] 1 faces are detected.
[2021-05-06 22:22:07,867 - INFO] Prob = 0.0
[2021-05-06 22:22:07,868 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id34_0008/id34_0008_009.jpg
[2021-05-06 22:22:07,869 - INFO] Prob = -1
[2021-05-06 22:22:07,869 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_000.jpg
[2021-05-06 22:22:07,869 - INFO] Prob = -1
[2021-05-06 22:22:07,869 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_001.jpg
[2021-05-06 22:22:07,869 - INFO] Prob = -1
[2021-05-06 22:22:07,870 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_002.jpg
[2021-05-06 22:22:07,870 - INFO] Prob = -1
[2021-05-06 22:22:07,870 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_003.jpg
[2021-05-06 22:22:07,870 - INFO] Prob = -1
[2021-05-06 22:22:07,870 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_004.jpg
[2021-05-06 22:22:07,871 - INFO] Prob = -1
[2021-05-06 22:22:07,871 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_005.jpg
[2021-05-06 22:22:07,871 - INFO] Prob = -1
[2021-05-06 22:22:07,871 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_006.jpg
[2021-05-06 22:22:07,871 - INFO] Prob = -1
[2021-05-06 22:22:07,872 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_007.jpg
[2021-05-06 22:22:07,872 - INFO] Prob = -1
[2021-05-06 22:22:07,872 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_008.jpg
[2021-05-06 22:22:07,872 - INFO] Prob = -1
[2021-05-06 22:22:07,872 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id35_0003/id35_0003_009.jpg
[2021-05-06 22:22:07,873 - INFO] Prob = -1
[2021-05-06 22:22:07,873 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_000.jpg
[2021-05-06 22:22:07,873 - INFO] Prob = -1
[2021-05-06 22:22:07,873 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_001.jpg
[2021-05-06 22:22:07,873 - INFO] Prob = -1
[2021-05-06 22:22:07,874 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_002.jpg
[2021-05-06 22:22:07,874 - INFO] Prob = -1
[2021-05-06 22:22:07,874 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_003.jpg
[2021-05-06 22:22:07,874 - INFO] Prob = -1
[2021-05-06 22:22:07,874 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_004.jpg
[2021-05-06 22:22:07,875 - INFO] Prob = -1
[2021-05-06 22:22:07,875 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_005.jpg
[2021-05-06 22:22:07,875 - INFO] Prob = -1
[2021-05-06 22:22:07,875 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_006.jpg
[2021-05-06 22:22:07,875 - INFO] Prob = -1
[2021-05-06 22:22:07,875 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_007.jpg
[2021-05-06 22:22:07,876 - INFO] Prob = -1
[2021-05-06 22:22:07,876 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_008.jpg
[2021-05-06 22:22:07,876 - INFO] Prob = -1
[2021-05-06 22:22:07,876 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id36_0003/id36_0003_009.jpg
[2021-05-06 22:22:07,877 - INFO] Prob = -1
[2021-05-06 22:22:07,877 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_000.jpg
[2021-05-06 22:22:07,877 - INFO] Prob = -1
[2021-05-06 22:22:07,877 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_001.jpg
[2021-05-06 22:22:07,877 - INFO] Prob = -1
[2021-05-06 22:22:07,878 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_002.jpg
[2021-05-06 22:22:07,878 - INFO] Prob = -1
[2021-05-06 22:22:07,878 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_003.jpg
[2021-05-06 22:22:07,878 - INFO] Prob = -1
[2021-05-06 22:22:07,878 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_004.jpg
[2021-05-06 22:22:07,879 - INFO] Prob = -1
[2021-05-06 22:22:07,879 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_005.jpg
[2021-05-06 22:22:07,879 - INFO] Prob = -1
[2021-05-06 22:22:07,879 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_006.jpg
[2021-05-06 22:22:07,879 - INFO] Prob = -1
[2021-05-06 22:22:07,879 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_007.jpg
[2021-05-06 22:22:07,880 - INFO] Prob = -1
[2021-05-06 22:22:07,880 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_008.jpg
[2021-05-06 22:22:07,880 - INFO] Prob = -1
[2021-05-06 22:22:07,880 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id3_0006/id3_0006_009.jpg
[2021-05-06 22:22:07,880 - INFO] Prob = -1
[2021-05-06 22:22:07,881 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_000.jpg
[2021-05-06 22:22:07,881 - INFO] Prob = -1
[2021-05-06 22:22:07,881 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_001.jpg
[2021-05-06 22:22:07,881 - INFO] Prob = -1
[2021-05-06 22:22:07,881 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_002.jpg
[2021-05-06 22:22:07,882 - INFO] Prob = -1
[2021-05-06 22:22:07,882 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_003.jpg
[2021-05-06 22:22:07,882 - INFO] Prob = -1
[2021-05-06 22:22:07,882 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_004.jpg
[2021-05-06 22:22:07,882 - INFO] Prob = -1
[2021-05-06 22:22:07,882 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_005.jpg
[2021-05-06 22:22:07,883 - INFO] Prob = -1
[2021-05-06 22:22:07,883 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_006.jpg
[2021-05-06 22:22:07,883 - INFO] Prob = -1
[2021-05-06 22:22:07,883 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_007.jpg
[2021-05-06 22:22:07,883 - INFO] Prob = -1
[2021-05-06 22:22:07,884 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_008.jpg
[2021-05-06 22:22:07,884 - INFO] Prob = -1
